id	tweet	subtask_a	subtask_b	subtask_c
53309	#KamalaHarris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris URL via 	NOT	NULL	NULL
29497	 Yet she is fat herself.	OFF	TIN	IND
84329	  There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on 	NOT	NULL	NULL
50315	  You don’t understand who he is and is capablities. Despite the proof in the economy.  My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump.	NOT	NULL	NULL
97959	..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time &amp; do not allow  Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit.	NOT	NULL	NULL
66524	  Y’all are the best	NOT	NULL	NULL
97300	   What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL	OFF	TIN	IND
12919	 Indeed he is.	NOT	NULL	NULL
40855	   Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅)	NOT	NULL	NULL
84100	 Yep Antifa are literally Hitler.	NOT	NULL	NULL
21270	 Wow you are so hot 😍😍😍😍😗😗😗😗😗	NOT	NULL	NULL
41818	 she is the most deserving woman to be happy !!	NOT	NULL	NULL
12435	    I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter.	NOT	NULL	NULL
14808	   May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.	OFF	TIN	GRP
82579	  That's just modelling. Plenty of women make shit tons of money just for looking good	NOT	NULL	NULL
84523	Just watching a Horizon show  about scientists that discovered a DNA mix between humans and Neanderthals.Would have thought Trump getting elected would have been proof enough. #MAGA	NOT	NULL	NULL
61917	  I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.	NOT	NULL	NULL
33322	  Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is	OFF	UNT	NULL
79251	 He should look in a mirror!	NOT	NULL	NULL
42540	 I’m sure he is. 💜	NOT	NULL	NULL
13881	  Send him this  party #manifesto where they promised they will help families maybe that will remind him his duties. #HostileEnvironment #PriceOnLove #SkypeFamilies    URL	NOT	NULL	NULL
70402	"    Families being separated at the border. In fact, the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President"""	NOT	NULL	NULL
83462	  But antifa is her people	NOT	NULL	NULL
87206	  We had a Peoples Vote on 23 June 2016. The people rejected the craven  worship which you stand for - by a majority of over 1m. You’re contemptuously defying the will of the people &amp;  2017 GE manifesto &amp; supporting Soros in undermining democracy instead	NOT	NULL	NULL
87300	 Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing	OFF	TIN	GRP
54125	 she is free as a bird to return to her Muslim homeland	NOT	NULL	NULL
75848	*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️	NOT	NULL	NULL
14948	  Melting snow flakes	NOT	NULL	NULL
66798	 Who’s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started.	NOT	NULL	NULL
80497	 Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's	OFF	TIN	IND
38561	  You're shocked to hear that liberals want to centralize power at the federal level?	NOT	NULL	NULL
55203	  HE IS BEST OF THE BEST!😍😍	NOT	NULL	NULL
31776	#WhatILearnedToday liberals can’t win without lying	NOT	NULL	NULL
60916	 Fast and Furious Holder lol	NOT	NULL	NULL
97277	 Getting scared ugly man?	OFF	TIN	IND
63113	 is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful ❤🇺🇸 #MAGA	NOT	NULL	NULL
59721	 He is NOT Supreme Court worthy	NOT	NULL	NULL
53839	 God I hope not! URL	NOT	NULL	NULL
15616	   Yes he is	NOT	NULL	NULL
95200	     Bitch.. URL	OFF	UNT	NULL
77769	&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests	OFF	TIN	IND
65790	+++ I can't prove causation either but while the CONservatives in CDA surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬ bashing PM  can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. URL	NOT	NULL	NULL
48548	 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age	NOT	NULL	NULL
83751	   Liberals can’t meme. They have no sense of humor or knowledge of meme-ing philosophy.	NOT	NULL	NULL
62541	  any she is stunning	NOT	NULL	NULL
62107	 yea your the bitch on the right getting smacked URL	OFF	UNT	NULL
18474	" Why the focus on the Proud Boys? I know you're not a real journalist, Kelly, but why not focus on the ones doing all of the violence? #ANTIFA  If you want a story; focus on why journalists"" (leftist activists) are constantly ignoring Antifa's attacks on people."""	NOT	NULL	NULL
33096	 Hahaha BIG thighs is not going to make it	OFF	TIN	IND
22879	    It’s called educating liberals.	NOT	NULL	NULL
81470	"#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots   #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   Indeed. URL"	OFF	TIN	IND
20322	"#MAGA people are very low IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao? URL"	OFF	TIN	IND
26694	  IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you’re at the  #Kavanaugh hearing! URL	NOT	NULL	NULL
60130	 Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious	OFF	TIN	IND
54559	A bitch built like that could beat my ass all she wants URL	OFF	TIN	IND
34961	        Trash	NOT	NULL	NULL
14285	  Very pathetic man !	OFF	TIN	IND
25012	   She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism 😀😀😀😀	NOT	NULL	NULL
19121	 Shouldve played saint marie instead of london docks. Saint was ass for me 👌	NOT	NULL	NULL
61272	 Thank goodness he is not MN passive aggressive. Love it!!	NOT	NULL	NULL
25360	  We can empty all our prisons also and just say they broke no laws.....Liberal logic.	NOT	NULL	NULL
56949	  She is an angel! Much love to her!	NOT	NULL	NULL
34893	  For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.	NOT	NULL	NULL
90958	  The tolerant Left	NOT	NULL	NULL
42133	      You must be talking about hateful conservatives.	OFF	TIN	GRP
18834	  Thats correct!!! #MAGA	OFF	TIN	IND
12741	    Show me a single case where antifa have actually murdered someone.  Because the far right murdered someone at Charlottesville 🤷  Hypocrisy works both ways.	NOT	NULL	NULL
42528	 If bobby is fit thats exactly what i would say but not sure if he is or not	NOT	NULL	NULL
29300	" The only white people that thank Jesus are Republicans &amp; ex-crackheads"" - so say America-hating liberals about Christians. Many ex-Dems thank Jesus too- &amp; many former Emmys watchers. We thank Jesus DAILY for our country, our  &amp; the ability to TURN YOU OFF! "	NOT	NULL	NULL
14850	 Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters?  How many TD receptions skip have this year?	NOT	NULL	NULL
38043	   This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts.     	OFF	TIN	IND
40340	    She is just feeling his touch first time😍😍😍😍😍😍	NOT	NULL	NULL
76709	"    This is great! Mark The Great One"" Levin and Candace ""The Great"" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!"""	OFF	TIN	GRP
22728	 #StrataData #AI #data #hairball:  TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL	OFF	TIN	GRP
14037	   You are grossly misinterpreting who is against this. People across all parties condemn this action. Look no further than Bill Davis and Brian Mulroney to see that even conservatives think this is a horrible decision.	NOT	NULL	NULL
11640	    I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it.	OFF	TIN	IND
47009	    Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL	OFF	TIN	GRP
90912	 Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟	NOT	NULL	NULL
97936	 It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.	OFF	TIN	GRP
12531	 What the fuck game are you watching?	OFF	UNT	NULL
61448	 He is all grown up😭😭😭	NOT	NULL	NULL
23853	#Health &amp; #Nature under threat from #UK #US  URL	NOT	NULL	NULL
58454	  Why didn't Kavanaugh need terms? Guilty people: those are the ones that need terms.  Let me clue you in: they're worried that she is going to make a terrible impression and will not be believable. They're trying to manage that concern.	NOT	NULL	NULL
63262	   don’t perpetuate colonialism. If you are going to talk about #puertorico you must have Puerto Ricans in the panel! Jeezuz.fucking.christ! How difficult can that be? #diásporaenresistencia URL	NOT	NULL	NULL
13136	An Anonymous message to #Antifa #Q #QAnon #TheGreatAwakening #CommieClowns #ResistanceRises #Resistance URL	NOT	NULL	NULL
74670	 Antifa has no place in society!	NOT	NULL	NULL
45111	  has two votes in our home!  West Texas is stoked about him!  He is inspiring!  He can do this!	NOT	NULL	NULL
72024	 Why? Why are liberals so trashy?	OFF	TIN	GRP
11405	 Grape!	NOT	NULL	NULL
90605	 HELLO SOMEBODY NEED HYUKJAE NOW SHE IS IN DANGER BY WATCHING YOUR FANCAMS	NOT	NULL	NULL
28728	 He never did show much intelligence.	NOT	NULL	NULL
98547	 Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please	OFF	TIN	IND
98382	 If you go by anything other than he or she you are fucked in the head.	OFF	TIN	IND
80430	 Are you sure she was't just thinking about herself.	NOT	NULL	NULL
68007	 URL It's a guy. Guy looks like a Sheila. #QANON #MAGA #GREATAWAKENING -Crocodile Dundee URL	NOT	NULL	NULL
88809	   Here's the problem...if you go back to Fast and Furious you have proof that the ATF was looking to influence gun control in the US. It may be preposterous that the government would fake Sandy Hook isn't facilitating a drug war somewhat similar?	NOT	NULL	NULL
71577	 All you need to know is he is empty inside	OFF	TIN	IND
